Latitude,Longitude,Average_distance_Y,Average_review_count_Y,Average_rating_Y,Max_rating_Y,Max_review_count,Min_rating_Y,Min_review_count
45.516926210319546,-73.56425732374191,768.1256480545376,50.32,4.67,5.0,503,4.5,3
45.55321884238814,-73.53978216648102,591.0429035851542,17.66,4.24,5.0,159,3.5,1
45.52689,-73.57264,818.062410368811,19.92,4.61,5.0,97,4.5,3
45.5534000891078,-73.66225451231003,716.837298714675,5.770833333333333,3.4270833333333335,4.5,29,2.0,1
45.55984236120471,-73.61544728279114,807.769746594628,7.0,3.1538461538461537,5.0,28,1.0,1
45.5457759528664,-73.56217458844185,863.8331278456791,11.152173913043478,3.7065217391304346,5.0,85,1.0,1
45.55988367688166,-73.63356828689575,955.2425440010926,4.0,3.0,3.0,4,3.0,4
45.5616903,-73.610512,710.3433024370471,6.612903225806452,3.225806451612903,5.0,31,1.0,1
45.53830765459552,-73.6548838019371,821.7858716284333,8.5,4.01,5.0,46,3.0,1
45.55675103297278,-73.66716161370277,686.7829382706727,5.055555555555555,3.4722222222222223,5.0,13,2.0,1
45.52783154456306,-73.5719096660614,829.4783516047237,63.0,4.6,5.0,1270,4.5,3
45.53519006163501,-73.61548215150833,537.552859561364,25.12,4.7,5.0,270,4.5,3
45.53330725719417,-73.62082242965698,706.6360983477229,25.74,4.7,5.0,270,4.5,3
45.51689731423111,-73.58910799026489,815.4864850634863,21.52,4.7,5.0,134,4.5,3
45.51586835126322,-73.56008380651474,700.2489342735712,58.04,4.64,5.0,503,4.5,3
45.55969734528566,-73.60145956277847,724.2314771395168,5.84,3.4,5.0,31,1.0,1
45.55463653358596,-73.61255215771962,851.069841633217,7.4,3.91,5.0,31,2.0,1
45.55774990838239,-73.58380123972893,867.1113142869194,6.06,3.91,5.0,47,1.0,1
45.54365380040509,-73.55942063033581,759.9244039136805,16.257142857142856,3.742857142857143,5.0,159,1.0,1
45.54710313981358,-73.54892447590828,594.5275713784713,19.66,4.26,5.0,159,3.5,1
45.51601387670667,-73.56291957199574,757.0973293180116,49.96,4.66,5.0,503,4.5,3
45.529668174024685,-73.60166944563389,866.9906163232642,28.8,4.68,5.0,433,4.5,3
45.55970526805903,-73.55155438184738,970.673930900242,25.05263157894737,3.763157894736842,5.0,159,1.5,1
45.53946063965585,-73.57605636119843,756.1168023327581,17.2,4.59,5.0,85,4.0,1
45.5121682576952,-73.55481594800949,830.0082023805383,60.32,4.63,5.0,503,4.5,3
45.526991277453526,-73.55821162462234,822.3218900617727,41.78,4.54,5.0,602,4.0,1
45.52097057660443,-73.5499919950962,735.5846297838807,51.04,4.48,5.0,602,4.0,1
45.50206,-73.56295,695.7127107285452,40.08,4.66,5.0,503,4.5,3
45.50038,-73.57507,610.0957900102212,21.1,4.6,5.0,168,4.5,3
45.50631445605528,-73.55967122894072,645.0244965776573,39.86,4.66,5.0,503,4.5,3
45.50928678961862,-73.57101917266846,792.9606961554217,34.36,4.69,5.0,503,4.5,3
45.52723106564012,-73.58672618865965,852.3444384738522,17.76,4.67,5.0,70,4.5,4
45.53370598779895,-73.55217933654784,717.407068374527,10.957446808510639,3.5638297872340425,5.0,85,1.0,1
45.51941,-73.58685,705.4352967053459,18.14,4.71,5.0,134,4.5,3
45.49788352593901,-73.56856763362885,820.2627514434092,23.72,4.62,5.0,168,4.5,3
45.53613488953656,-73.62258464097977,741.7019962509288,24.24,4.69,5.0,270,4.5,3
45.53035130173597,-73.6243924498558,862.0821889035528,32.02,4.69,5.0,433,4.5,2
45.51862424058306,-73.55219006538391,777.1829145807081,54.14,4.45,5.0,602,4.0,2
45.55873962047568,-73.60589044634253,748.1314082616329,6.36,3.6,5.0,31,1.0,1
45.49047561880464,-73.56022328138351,835.2536739830731,53.66,4.45,5.0,535,4.0,1
45.485328993998365,-73.57692271471024,775.3661203350225,62.04,4.61,5.0,768,4.5,2
45.48295816149219,-73.57975836854166,690.3710215374253,54.48,4.49,5.0,768,4.0,2
45.55437339981968,-73.55137467384337,848.1684168613959,19.043478260869566,3.989130434782609,5.0,159,1.5,1
45.52551168509886,-73.57424452900887,727.0855407587991,16.18,4.67,5.0,97,4.5,3
45.55671730558936,-73.53024959564209,980.063327675318,12.846153846153847,3.8461538461538463,5.0,77,1.0,1
45.51989655507833,-73.58010649681091,572.5028440921135,20.36,4.66,5.0,134,4.5,3
45.48378886396517,-73.5750612616539,751.3097433484728,55.26,4.58,5.0,768,4.0,2
45.52357479400008,-73.62344294786453,943.0859396982771,33.94,4.44,5.0,433,4.0,1
45.54640752148169,-73.63842844963074,773.6039524052471,10.68,4.45,5.0,64,3.5,1
45.54218173507584,-73.62268656492233,723.9103104164896,16.8,4.71,5.0,77,4.5,2
45.52275023118295,-73.57724860310555,572.6235675358952,16.14,4.67,5.0,97,4.5,3
45.55069206841976,-73.65636706352234,860.7290467551697,5.6938775510204085,3.63265306122449,5.0,29,2.0,1
45.540105018786974,-73.65347027778625,864.6318000948428,10.08,3.95,5.0,50,3.0,1
45.54407915308118,-73.66735741496086,567.2634395671104,5.911764705882353,3.7058823529411766,5.0,29,1.5,1
45.51814312154928,-73.56800436973572,741.4719983414645,37.64,4.66,5.0,503,4.5,3
45.48020822800015,-73.57759863138199,690.8765212035415,61.74,4.44,5.0,768,4.0,2
45.51074821798916,-73.56512099504471,807.7803383596589,49.8,4.63,5.0,503,4.5,5
45.55903106539297,-73.54830354452133,869.5672795483275,24.35,3.725,5.0,159,1.5,1
45.51329411414168,-73.55057805776596,833.8056026518091,68.64,4.53,5.0,681,4.0,2
45.52714838624861,-73.58947947621346,894.8202278767826,19.94,4.66,5.0,130,4.5,4
45.53006276144042,-73.54559183120728,827.9290906780172,5.088235294117647,3.7205882352941178,5.0,27,1.0,1
45.545350334193245,-73.61032962799072,814.1687097817896,17.12,4.64,5.0,77,4.0,2
45.50229349416256,-73.5733064264059,682.5699561000752,32.48,4.63,5.0,503,4.5,3
45.527371996141,-73.60398352146149,768.8200211365485,29.24,4.7,5.0,433,4.5,4
45.55398156058887,-73.55496388156098,912.8695264042886,18.071428571428573,4.035714285714286,5.0,159,2.0,1
45.5021829099012,-73.56825381517409,817.6150831649317,37.5,4.61,5.0,503,4.5,4
45.55315915057821,-73.53263273835182,826.528897119809,14.5,4.13,5.0,77,2.5,1
45.5238445756922,-73.55236601831166,769.5151590100926,48.54,4.45,5.0,602,4.0,1
45.49572236030835,-73.55461344122887,731.7044225448649,87.42,4.58,5.0,1625,4.5,3
45.54902230455398,-73.59198164194822,708.1977619396149,18.1,4.53,5.0,302,4.0,1
45.539306918976,-73.59521873295307,846.3197192705484,27.9,4.46,5.0,302,4.0,2
45.48830194643546,-73.56871783733366,934.3690757058356,49.84,4.59,5.0,720,4.5,3
45.533313304815366,-73.56671154499054,884.0245990907762,74.1,4.51,5.0,2201,4.0,1
45.52794135176983,-73.62388551235199,876.7070472677768,31.52,4.63,5.0,433,4.0,2
45.54428297135084,-73.54544162750244,573.9954056498308,18.94,4.29,5.0,159,3.5,1
45.46976497412213,-73.58923405408859,828.3297701996431,23.4,4.25,5.0,206,3.0,1
45.54714142711512,-73.54339510202408,487.42205389248187,18.68,4.36,5.0,159,3.5,1
45.51433912935237,-73.56168508529663,735.8597316690166,59.68,4.65,5.0,503,4.5,3
45.55897660298603,-73.59951764345168,708.2459705218665,6.3,3.72,5.0,31,1.0,1
45.53280412806031,-73.57190161943436,779.986381529535,55.86,4.59,5.0,1270,4.5,2
45.53255611409675,-73.58993947505951,992.0354642752847,47.32,4.59,5.0,1270,4.5,4
45.55458281524975,-73.59631910920143,820.2650262605731,9.64,4.42,5.0,50,3.5,1
45.52164617544124,-73.59366774559021,631.701647943594,21.36,4.72,5.0,134,4.5,3
45.54434593245247,-73.57697686180472,770.1207381411951,13.1,4.33,5.0,104,3.5,1
45.541602844435374,-73.56496073305605,923.3487197809378,12.88,4.3,5.0,85,3.5,1
45.521564270906616,-73.57036739587784,775.870262649071,25.04,4.63,5.0,169,4.5,3
45.4912258547597,-73.58763009309769,850.7278290272319,76.86,4.56,5.0,768,4.5,3
45.49658063218649,-73.5762146115303,609.288694543164,17.78,4.6,5.0,76,4.5,3
45.49487159597493,-73.57112377882004,790.4971724085341,21.12,4.6,5.0,153,4.5,3
45.49228068089086,-73.58096480369566,606.5780253813912,36.06,4.58,5.0,720,4.5,3
45.50531166520915,-73.56089115142822,643.9893779211608,40.48,4.66,5.0,503,4.5,3
45.56221872617909,-73.54626774787903,847.1432194044455,7.888888888888889,3.5555555555555554,5.0,36,2.0,1
45.49790394592446,-73.57077571808077,749.1526409126367,21.56,4.63,5.0,168,4.5,3
45.505173440423306,-73.5706517100334,734.7131788172429,33.54,4.65,5.0,503,4.5,3
45.50538591756765,-73.5704317688942,736.743732098372,33.02,4.66,5.0,503,4.5,3
45.51401222645779,-73.56598667800426,737.057607490688,39.26,4.68,5.0,503,4.5,3
45.54699194653282,-73.55115339159964,703.2407279850643,21.28,4.27,5.0,159,3.5,1
45.4912954250061,-73.56159925460815,835.2462860148215,49.78,4.48,5.0,535,4.0,2
45.51487490356938,-73.58486406505108,852.0886669309704,21.52,4.69,5.0,134,4.5,3
45.51059890498207,-73.56692545115948,807.2686809364205,45.88,4.65,5.0,503,4.5,3
45.472636238971525,-73.58546018600464,813.2994573914617,48.44,4.32,5.0,294,4.0,1
45.4801160762769,-73.58560770750046,660.8559310086139,72.92,4.34,5.0,768,4.0,3
45.50238607958335,-73.57333794236183,679.1541627300371,32.36,4.63,5.0,503,4.5,3
45.502053864057466,-73.57346534729004,680.6837971989661,32.9,4.63,5.0,503,4.5,3
45.512903912221326,-73.57059180741999,764.0384369267806,37.3,4.68,5.0,503,4.5,3
45.50277615861811,-73.57589408755302,691.3213630725982,29.58,4.63,5.0,503,4.5,3
45.50710632433956,-73.56861054897308,781.6517952729295,39.86,4.63,5.0,503,4.5,3
45.498488900657,-73.57436656951904,616.2435626425448,21.06,4.6,5.0,168,4.5,3
45.49291337906463,-73.5646878182888,902.0927722460884,61.1,4.62,5.0,1625,4.5,3
45.5063713381299,-73.5642009973526,747.4678210503006,42.48,4.63,5.0,503,4.5,3
45.501187681489775,-73.57045487814501,747.4617387811502,20.98,4.64,5.0,168,4.5,3
45.46766565386597,-73.59391784324544,960.4836327744738,22.8,4.26,5.0,206,3.0,1
45.53102667048665,-73.59862312674522,830.2464905555042,31.24,4.59,5.0,171,4.5,3
45.551961779348346,-73.6303174495697,891.763793049259,8.551020408163266,3.6122448979591835,5.0,52,1.0,1
45.53857953787113,-73.58848571777344,842.2402840664008,24.54,4.5,5.0,302,4.0,1
45.53579541676834,-73.55795860291892,818.3758820296957,11.16,4.07,5.0,85,2.0,1
45.52571087285848,-73.58128398656845,689.0773190423055,17.94,4.67,5.0,134,4.5,3
45.54144823434163,-73.59839379787445,775.004597793139,23.48,4.53,5.0,302,4.0,2
45.52797141659334,-73.54948371648788,837.6912481689781,38.16,4.32,5.0,602,3.5,1
45.56157008176612,-73.65338176488876,614.2509370095325,5.361111111111111,3.736111111111111,5.0,22,2.0,1
45.54612833838664,-73.64650368695946,735.17618086957,6.186046511627907,3.941860465116279,5.0,50,1.0,1
45.56001959585449,-73.534934520776,857.7021834441125,14.833333333333334,3.7222222222222223,5.0,77,1.0,1
45.49996470926352,-73.55615437030792,538.5005053326838,53.74,4.62,5.0,392,4.5,3
45.529996997063385,-73.63287091255188,763.091530761131,22.56,4.0,5.0,128,2.5,1
45.54851320767612,-73.62365484237671,858.5688700391538,13.4,4.54,5.0,77,4.0,1
45.50714391928411,-73.55511903762817,679.097952513718,51.8,4.63,5.0,503,4.5,3
45.51613214980722,-73.56049686670303,698.0249204431867,58.44,4.64,5.0,503,4.5,3
45.50114344835097,-73.56077313423157,564.9782581423036,40.82,4.64,5.0,392,4.5,3
45.49837045828952,-73.56055587530136,616.8511923846926,48.02,4.61,5.0,392,4.5,3
45.502939709023714,-73.56064036488532,592.2209231646834,39.6,4.65,5.0,503,4.5,3
45.55358456339093,-73.6383855342865,1051.0975931018324,9.172413793103448,3.7413793103448274,5.0,50,1.5,1
45.54718706660108,-73.6184298992157,876.8660081677054,15.8,4.55,5.0,77,4.0,1
45.49969963056761,-73.57193648815155,700.5645796988299,21.64,4.62,5.0,168,4.5,3
45.55331992800521,-73.56932803988457,725.0414117282841,8.2,3.7875,5.0,47,1.5,1
45.51086,-73.54983,908.625996067834,84.64,4.57,5.0,681,4.5,3
45.50424245563397,-73.553469479084,622.0032507724297,62.74,4.62,5.0,503,4.5,3
45.557568,-73.579191,871.4898200052584,7.0,3.9893617021276597,5.0,47,1.0,1
45.48918571608228,-73.57190027832984,829.4184839356001,39.0,4.58,5.0,720,4.5,3
45.48752158511353,-73.56500297784805,890.7095979772331,62.22,4.49,5.0,768,4.0,2
45.51025293429709,-73.55677664279938,804.6076998376577,47.94,4.67,5.0,503,4.5,3
45.50761009451047,-73.55183601379395,794.6855106893937,50.0,4.59,5.0,392,4.5,3
45.495369835210354,-73.56859177350998,888.558834809353,23.44,4.63,5.0,168,4.5,3
45.491366875439965,-73.57010722160338,852.7868453391668,20.14,4.59,5.0,126,4.5,3
45.4891,-73.57656,748.896159138624,39.96,4.57,5.0,720,4.5,3
45.52423612093815,-73.58155220746994,614.9110120897204,18.48,4.69,5.0,134,4.5,3
45.527070404438426,-73.59791234135628,659.7856130544959,24.76,4.66,5.0,130,4.5,3
45.49544692088696,-73.56329441070557,837.0422795946225,45.6,4.61,5.0,392,4.5,3
45.48049514330605,-73.57782661914825,681.7329447939985,62.08,4.45,5.0,768,4.0,2
45.48504797982277,-73.5719633102417,786.5174375072479,69.06,4.57,5.0,768,4.0,2
45.49750375338383,-73.55284452438353,701.2516819323386,53.8,4.59,5.0,392,4.5,3
45.49276061084002,-73.55641052126883,791.3307786157317,98.66,4.51,5.0,1625,4.0,2
45.49716534003792,-73.55933010578154,678.8671298703138,48.38,4.61,5.0,392,4.5,3
45.48972725318433,-73.56406286358833,900.1804263942103,69.3,4.51,5.0,768,4.0,2
45.51522812881499,-73.5750961303711,712.5512285180728,31.98,4.66,5.0,503,4.5,3
45.52719536319051,-73.5645255446434,970.5627504950376,74.1,4.6,5.0,681,4.0,2
45.48952522221574,-73.5844581949641,773.8598251002084,42.98,4.56,5.0,720,4.5,3
45.50788520688478,-73.56315059590997,740.7169202258219,42.58,4.65,5.0,503,4.5,3
45.49649602765373,-73.57870370149612,542.9550933693641,19.88,4.58,5.0,126,4.5,3
45.52933653055564,-73.57795268297195,655.780532107546,60.56,4.59,5.0,1270,4.5,3
45.50373771539475,-73.56948494911194,748.0292467356651,33.12,4.64,5.0,503,4.5,3
